ProdID,Rating,Text
P5146,1,Produto chegou quebrado.
P5229,2,"Atendimento péssimo, nunca mais."
P6231,2,"Atendimento péssimo, nunca mais."
P9171,5,"Excelente produto, super recomendo!"
P5015,5,"Ótimo custo-benefício, comprarei novamente."
P7812,4,"Qualidade incrível, entrega rápida."
P2863,2,"Experiência horrível, perdi meu tempo."
P4828,2,Veio diferente do anúncio.
P5128,5,"Ótimo custo-benefício, comprarei novamente."
P1788,1,"Muito ruim, não gostei."
P4472,4,"Qualidade incrível, entrega rápida."
P9820,4,Muito bom mesmo!
P5720,1,"Horrível, não recomendo."
P2574,2,Dinheiro jogado fora.
P3985,2,"Péssima qualidade, não funciona direito."
P7362,1,"Experiência horrível, perdi meu tempo."
P8379,1,"Muito ruim, não gostei."
P5071,2,"Péssima qualidade, não funciona direito."
P1136,2,"Horrível, não recomendo."
P7183,4,"Gostei muito, valeu a pena."
P1085,5,"Ótimo custo-benefício, comprarei novamente."
P3208,2,Produto chegou quebrado.
P5694,2,Produto chegou quebrado.
P8587,4,"Produto maravilhoso, funcionou perfeitamente."
P9748,1,Decepcionado com a compra.
P3616,2,"Péssima qualidade, não funciona direito."
P3087,4,"Qualidade incrível, entrega rápida."
P4238,5,"Amei esse produto, super útil."
P9383,2,"Horrível, não recomendo."
P8500,5,"Amei esse produto, super útil."
P6991,4,"Qualidade incrível, entrega rápida."
P2723,2,"Horrível, não recomendo."
P9263,5,Gostei demais!
P6614,5,"Amei esse produto, super útil."
P4325,2,"Péssima qualidade, não funciona direito."
P1926,2,"Péssima qualidade, não funciona direito."
P1505,2,Frágil e mal acabado.
P6917,1,Dinheiro jogado fora.
P1180,2,"Péssima qualidade, não funciona direito."
P7622,2,Frágil e mal acabado.
P1101,5,"Amei esse produto, super útil."
P1498,2,Decepcionado com a compra.
P1768,2,Dinheiro jogado fora.
P9554,5,"Qualidade incrível, entrega rápida."
P9975,1,"Muito ruim, não gostei."
P4467,5,"Nada a reclamar, só elogios."
P6850,4,"Ótimo custo-benefício, comprarei novamente."
P5830,5,Muito bom mesmo!
P2454,5,"Nada a reclamar, só elogios."
P6317,5,"Ótimo custo-benefício, comprarei novamente."
P6510,5,"Produto maravilhoso, funcionou perfeitamente."
P4204,4,"Nada a reclamar, só elogios."
P9703,4,"Produto top, cumpre o que promete."
P5021,5,"Produto top, cumpre o que promete."
P5883,5,"Produto top, cumpre o que promete."
P5985,4,Gostei demais!
P7247,4,"Excelente produto, super recomendo!"
P8373,4,"Gostei muito, valeu a pena."
P6826,2,Veio diferente do anúncio.
P7910,4,"Produto maravilhoso, funcionou perfeitamente."
P6751,2,Decepcionado com a compra.
P8743,2,"Muito ruim, não gostei."
P6431,1,Produto chegou quebrado.
P2156,4,"Amei esse produto, super útil."
P8788,2,Produto chegou quebrado.
P1176,2,Frágil e mal acabado.
P4460,1,"Atendimento péssimo, nunca mais."
P7917,2,"Horrível, não recomendo."
P7422,1,"Péssima qualidade, não funciona direito."
P5511,5,Gostei demais!
P5749,4,"Qualidade incrível, entrega rápida."
P1777,1,"Atendimento péssimo, nunca mais."
P4347,5,Muito bom mesmo!
P5481,5,"Ótimo custo-benefício, comprarei novamente."
P9935,1,"Péssima qualidade, não funciona direito."
P3797,5,"Excelente produto, super recomendo!"
P6041,5,"Nada a reclamar, só elogios."
P2043,1,"Experiência horrível, perdi meu tempo."
P1012,4,"Nada a reclamar, só elogios."
P8399,4,"Qualidade incrível, entrega rápida."
P6376,4,"Amei esse produto, super útil."
P7305,5,"Qualidade incrível, entrega rápida."
P2222,4,Muito bom mesmo!
P8570,1,"Experiência horrível, perdi meu tempo."
P4478,2,Produto chegou quebrado.
P7108,4,"Qualidade incrível, entrega rápida."
P5726,1,Veio diferente do anúncio.
P8410,5,Muito bom mesmo!
P7580,2,Frágil e mal acabado.
P5295,4,"Qualidade incrível, entrega rápida."
P1119,2,Veio diferente do anúncio.
P9028,4,"Gostei muito, valeu a pena."
P1177,1,"Péssima qualidade, não funciona direito."
P8602,2,"Horrível, não recomendo."
P6316,5,"Excelente produto, super recomendo!"
P1741,2,Decepcionado com a compra.
P2898,2,"Experiência horrível, perdi meu tempo."
P1903,2,Frágil e mal acabado.
P7642,5,"Produto top, cumpre o que promete."
P1191,5,"Ótimo custo-benefício, comprarei novamente."
P1563,1,"Péssima qualidade, não funciona direito."
P3945,1,Decepcionado com a compra.
P2047,5,"Produto maravilhoso, funcionou perfeitamente."
P8127,1,"Experiência horrível, perdi meu tempo."
P6013,2,Veio diferente do anúncio.
P7374,4,Muito bom mesmo!
P5021,2,"Péssima qualidade, não funciona direito."
P3849,4,"Nada a reclamar, só elogios."
P8895,4,"Amei esse produto, super útil."
P6129,2,"Horrível, não recomendo."
P3834,1,Produto chegou quebrado.
P5079,5,Muito bom mesmo!
P2188,1,Dinheiro jogado fora.
P2733,5,"Qualidade incrível, entrega rápida."
P8534,2,Dinheiro jogado fora.
P5087,2,"Muito ruim, não gostei."
P9576,1,"Péssima qualidade, não funciona direito."
P9023,5,Muito bom mesmo!
P4466,1,"Muito ruim, não gostei."
P3541,5,"Qualidade incrível, entrega rápida."
P3558,5,Gostei demais!
P3490,4,"Qualidade incrível, entrega rápida."
P9955,2,"Horrível, não recomendo."
P2802,1,"Experiência horrível, perdi meu tempo."
P3022,4,"Amei esse produto, super útil."
P4601,5,"Produto maravilhoso, funcionou perfeitamente."
P4806,5,"Produto maravilhoso, funcionou perfeitamente."
P5882,2,Decepcionado com a compra.
P4975,2,Produto chegou quebrado.
P4023,1,Dinheiro jogado fora.
P9044,5,"Produto maravilhoso, funcionou perfeitamente."
P2752,1,"Atendimento péssimo, nunca mais."
P3783,5,"Amei esse produto, super útil."
P2760,4,"Produto maravilhoso, funcionou perfeitamente."
P6237,4,"Excelente produto, super recomendo!"
P3233,4,"Amei esse produto, super útil."
P9780,4,"Gostei muito, valeu a pena."
P5093,4,Muito bom mesmo!
P1968,1,"Experiência horrível, perdi meu tempo."
P6173,4,Gostei demais!
P9209,5,"Excelente produto, super recomendo!"
P8988,4,Gostei demais!
P4647,1,Veio diferente do anúncio.
P2025,2,Dinheiro jogado fora.
P3939,5,"Nada a reclamar, só elogios."
P6493,5,"Produto maravilhoso, funcionou perfeitamente."
P1773,2,Dinheiro jogado fora.
P7264,2,Dinheiro jogado fora.
P2166,5,"Excelente produto, super recomendo!"
P9429,1,Decepcionado com a compra.
P2620,1,"Horrível, não recomendo."
P2519,1,Dinheiro jogado fora.
P6799,5,"Excelente produto, super recomendo!"
P7665,5,"Excelente produto, super recomendo!"
P4920,1,"Experiência horrível, perdi meu tempo."
P5236,4,Muito bom mesmo!
P9769,4,"Ótimo custo-benefício, comprarei novamente."
P9068,2,Veio diferente do anúncio.
P7375,1,Dinheiro jogado fora.
P3852,4,Muito bom mesmo!
P8707,2,Dinheiro jogado fora.
P6433,5,"Ótimo custo-benefício, comprarei novamente."
P6719,5,"Gostei muito, valeu a pena."
P4485,4,"Amei esse produto, super útil."
P6613,4,"Qualidade incrível, entrega rápida."
P1416,2,Veio diferente do anúncio.
P9890,4,"Qualidade incrível, entrega rápida."
P2423,4,"Gostei muito, valeu a pena."
P3589,1,Decepcionado com a compra.
P8768,4,"Excelente produto, super recomendo!"
P8603,5,"Amei esse produto, super útil."
P4294,1,Frágil e mal acabado.
P4638,4,"Nada a reclamar, só elogios."
P1024,5,"Amei esse produto, super útil."
P9001,4,"Amei esse produto, super útil."
P4572,1,Frágil e mal acabado.
P1949,1,Veio diferente do anúncio.
P3246,1,Veio diferente do anúncio.
P4438,2,Veio diferente do anúncio.
P3042,1,Frágil e mal acabado.
P4606,2,Frágil e mal acabado.
P2940,4,"Amei esse produto, super útil."
P2395,2,"Péssima qualidade, não funciona direito."
P5798,1,Frágil e mal acabado.
P8962,2,"Péssima qualidade, não funciona direito."
P7844,5,"Produto top, cumpre o que promete."
P9172,1,Frágil e mal acabado.
P7769,2,"Péssima qualidade, não funciona direito."
P6767,2,"Muito ruim, não gostei."
P9821,4,"Amei esse produto, super útil."
P5268,4,"Produto top, cumpre o que promete."
P3908,4,"Gostei muito, valeu a pena."
P8655,4,"Produto top, cumpre o que promete."
P9867,5,"Amei esse produto, super útil."
P9316,4,"Amei esse produto, super útil."
P8726,4,"Amei esse produto, super útil."
P4722,2,"Muito ruim, não gostei."
P6310,5,"Excelente produto, super recomendo!"
P4271,4,"Qualidade incrível, entrega rápida."
P3457,4,"Qualidade incrível, entrega rápida."
P3271,4,"Ótimo custo-benefício, comprarei novamente."
P9903,2,Veio diferente do anúncio.
P4522,2,Veio diferente do anúncio.
P8792,1,"Péssima qualidade, não funciona direito."
P9101,4,"Produto top, cumpre o que promete."
P5243,4,"Ótimo custo-benefício, comprarei novamente."
P1352,4,Gostei demais!
P2068,4,"Ótimo custo-benefício, comprarei novamente."
P4271,2,Frágil e mal acabado.
P5870,5,"Excelente produto, super recomendo!"
P8628,1,Decepcionado com a compra.
P8990,1,"Péssima qualidade, não funciona direito."
P5474,1,Frágil e mal acabado.
P1913,2,"Atendimento péssimo, nunca mais."
P3689,5,Gostei demais!
P7186,4,"Produto top, cumpre o que promete."
P6009,2,"Muito ruim, não gostei."
P1265,1,Produto chegou quebrado.
P4590,1,"Péssima qualidade, não funciona direito."
P7384,4,"Gostei muito, valeu a pena."
P1800,4,Gostei demais!
P9742,5,"Gostei muito, valeu a pena."
P9534,2,Produto chegou quebrado.
P9637,4,Muito bom mesmo!
P2211,1,Decepcionado com a compra.
P8751,2,Produto chegou quebrado.
P2778,5,"Produto maravilhoso, funcionou perfeitamente."
P9348,4,"Amei esse produto, super útil."
P4560,5,"Qualidade incrível, entrega rápida."
P4988,1,"Horrível, não recomendo."
P6522,2,Frágil e mal acabado.
P9827,2,Veio diferente do anúncio.
P6347,4,"Nada a reclamar, só elogios."
P5272,4,"Qualidade incrível, entrega rápida."
P1659,5,"Nada a reclamar, só elogios."
P6463,4,"Nada a reclamar, só elogios."
P7803,2,"Muito ruim, não gostei."
P1075,5,"Gostei muito, valeu a pena."
P9889,5,"Ótimo custo-benefício, comprarei novamente."
P8102,4,"Amei esse produto, super útil."
P1538,5,"Gostei muito, valeu a pena."
P8083,4,"Excelente produto, super recomendo!"
P5497,4,"Ótimo custo-benefício, comprarei novamente."
P3778,1,"Péssima qualidade, não funciona direito."
P1625,1,"Experiência horrível, perdi meu tempo."
P1159,4,"Excelente produto, super recomendo!"
P8878,4,"Ótimo custo-benefício, comprarei novamente."
P9112,2,"Atendimento péssimo, nunca mais."
P4829,5,"Produto top, cumpre o que promete."
P4577,4,"Produto top, cumpre o que promete."
P6714,5,Gostei demais!
P5328,1,Frágil e mal acabado.
P8374,2,Produto chegou quebrado.
P8292,2,Frágil e mal acabado.
P6293,5,"Qualidade incrível, entrega rápida."
P9410,4,"Ótimo custo-benefício, comprarei novamente."
P5861,2,"Horrível, não recomendo."
P4541,2,Decepcionado com a compra.
P5381,1,"Horrível, não recomendo."
P6229,5,Muito bom mesmo!
P5784,1,"Experiência horrível, perdi meu tempo."
P4290,1,"Péssima qualidade, não funciona direito."
P4675,5,"Nada a reclamar, só elogios."
P8692,5,Gostei demais!
P5661,1,Dinheiro jogado fora.
P9246,4,"Gostei muito, valeu a pena."
P7029,2,"Muito ruim, não gostei."
P4294,5,"Amei esse produto, super útil."
P7142,2,Dinheiro jogado fora.
P9853,4,"Nada a reclamar, só elogios."
P4579,1,Veio diferente do anúncio.
P2425,4,"Nada a reclamar, só elogios."
P2513,4,"Ótimo custo-benefício, comprarei novamente."
P3062,4,"Nada a reclamar, só elogios."
P2541,4,Gostei demais!
P4708,5,"Produto top, cumpre o que promete."
P5261,1,Decepcionado com a compra.
P7998,4,"Gostei muito, valeu a pena."
P8777,1,Decepcionado com a compra.
P4485,2,Dinheiro jogado fora.
P4052,2,Frágil e mal acabado.
P5858,1,Produto chegou quebrado.
P4336,1,"Muito ruim, não gostei."
P1155,4,"Amei esse produto, super útil."
P8039,4,"Ótimo custo-benefício, comprarei novamente."
P1170,2,Decepcionado com a compra.
P1242,1,Dinheiro jogado fora.
P2177,1,Dinheiro jogado fora.
P3553,4,"Qualidade incrível, entrega rápida."
P2055,2,Dinheiro jogado fora.
P4884,2,"Experiência horrível, perdi meu tempo."
P7251,1,"Muito ruim, não gostei."
P3113,2,"Atendimento péssimo, nunca mais."
P8143,4,"Amei esse produto, super útil."
P5732,5,Muito bom mesmo!
P4609,4,"Nada a reclamar, só elogios."
P6269,1,Dinheiro jogado fora.
P7411,5,"Qualidade incrível, entrega rápida."
P4192,1,"Experiência horrível, perdi meu tempo."
P5301,5,"Produto top, cumpre o que promete."
P6959,5,"Amei esse produto, super útil."
P1828,2,Dinheiro jogado fora.
P1075,4,"Nada a reclamar, só elogios."
P3810,1,"Experiência horrível, perdi meu tempo."
P7736,1,Decepcionado com a compra.
P8102,2,"Atendimento péssimo, nunca mais."
P6465,5,Muito bom mesmo!
P1789,2,Produto chegou quebrado.
P4903,1,"Experiência horrível, perdi meu tempo."
P8738,1,"Muito ruim, não gostei."
P3751,2,"Péssima qualidade, não funciona direito."
P1960,4,"Produto maravilhoso, funcionou perfeitamente."
P6737,1,Dinheiro jogado fora.
P9901,1,"Atendimento péssimo, nunca mais."
P1965,2,Produto chegou quebrado.
P6187,2,Decepcionado com a compra.
P4834,4,"Produto maravilhoso, funcionou perfeitamente."
P9764,2,Frágil e mal acabado.
P6343,5,Gostei demais!
P6770,5,"Gostei muito, valeu a pena."
P1139,1,Veio diferente do anúncio.
P4674,4,"Excelente produto, super recomendo!"
P2706,1,"Experiência horrível, perdi meu tempo."
P8281,4,"Produto maravilhoso, funcionou perfeitamente."
P2411,5,"Qualidade incrível, entrega rápida."
P8605,2,Frágil e mal acabado.
P1828,4,"Ótimo custo-benefício, comprarei novamente."
P9659,1,"Horrível, não recomendo."
P3181,1,"Experiência horrível, perdi meu tempo."
P6639,1,"Experiência horrível, perdi meu tempo."
P9194,2,"Experiência horrível, perdi meu tempo."
P1144,4,"Produto top, cumpre o que promete."
P8536,1,Frágil e mal acabado.
P3346,5,"Qualidade incrível, entrega rápida."
P1527,4,Gostei demais!
P6468,1,"Muito ruim, não gostei."
P8300,4,"Excelente produto, super recomendo!"
P2647,5,Gostei demais!
P6352,1,Frágil e mal acabado.
P5249,5,"Excelente produto, super recomendo!"
P2345,1,Veio diferente do anúncio.
P4384,4,"Ótimo custo-benefício, comprarei novamente."
P8762,1,Produto chegou quebrado.
P9011,2,Veio diferente do anúncio.
P5876,4,Gostei demais!
P3929,5,"Excelente produto, super recomendo!"
P5359,2,Decepcionado com a compra.
P2735,5,"Produto top, cumpre o que promete."
P5179,2,Dinheiro jogado fora.
P1072,5,"Produto maravilhoso, funcionou perfeitamente."
P7628,4,"Ótimo custo-benefício, comprarei novamente."
P9312,5,Gostei demais!
P7104,4,"Excelente produto, super recomendo!"
P6549,5,"Produto maravilhoso, funcionou perfeitamente."
P7903,4,"Produto maravilhoso, funcionou perfeitamente."
P3391,2,Produto chegou quebrado.
P4219,5,"Ótimo custo-benefício, comprarei novamente."
P9070,1,"Muito ruim, não gostei."
P4485,1,"Péssima qualidade, não funciona direito."
P1699,2,"Atendimento péssimo, nunca mais."
P8549,2,"Horrível, não recomendo."
P9828,2,Veio diferente do anúncio.
P5933,5,"Nada a reclamar, só elogios."
P5713,2,Produto chegou quebrado.
P2491,5,"Excelente produto, super recomendo!"
P7591,5,"Ótimo custo-benefício, comprarei novamente."
P1821,2,"Experiência horrível, perdi meu tempo."
P4166,2,Produto chegou quebrado.
P8374,1,"Muito ruim, não gostei."
P5665,2,"Péssima qualidade, não funciona direito."
P4721,4,"Nada a reclamar, só elogios."
P1308,5,"Amei esse produto, super útil."
P7517,4,"Qualidade incrível, entrega rápida."
P8322,5,"Excelente produto, super recomendo!"
P4447,4,"Qualidade incrível, entrega rápida."
P2230,4,"Qualidade incrível, entrega rápida."
P4227,2,Decepcionado com a compra.
P2474,4,"Excelente produto, super recomendo!"
P9133,4,"Amei esse produto, super útil."
P6019,4,"Produto maravilhoso, funcionou perfeitamente."
P6184,4,"Excelente produto, super recomendo!"
P8648,1,"Muito ruim, não gostei."
P2725,2,"Péssima qualidade, não funciona direito."
P5958,4,"Excelente produto, super recomendo!"
P4465,5,"Nada a reclamar, só elogios."
P5856,4,"Gostei muito, valeu a pena."
P5024,4,"Nada a reclamar, só elogios."
P8347,2,"Horrível, não recomendo."
P5683,2,"Horrível, não recomendo."
P1049,5,"Produto top, cumpre o que promete."
P1750,2,Dinheiro jogado fora.
P3776,2,Frágil e mal acabado.
P4572,2,Frágil e mal acabado.
P3653,5,Gostei demais!
P2839,5,Gostei demais!
P5898,1,Frágil e mal acabado.
P2432,2,"Atendimento péssimo, nunca mais."
P6169,1,Veio diferente do anúncio.
P3868,2,"Muito ruim, não gostei."
P3568,2,Frágil e mal acabado.
P1661,5,"Produto top, cumpre o que promete."
P2078,4,"Qualidade incrível, entrega rápida."
P2128,2,"Muito ruim, não gostei."
P4158,4,"Produto top, cumpre o que promete."
P3492,1,"Experiência horrível, perdi meu tempo."
P4137,4,Muito bom mesmo!
P7644,4,"Nada a reclamar, só elogios."
P1507,5,Muito bom mesmo!
P2364,5,"Amei esse produto, super útil."
P9096,4,"Nada a reclamar, só elogios."
P9802,1,Veio diferente do anúncio.
P1456,2,Veio diferente do anúncio.
P3054,1,"Horrível, não recomendo."
P2478,2,"Experiência horrível, perdi meu tempo."
P2969,5,Gostei demais!
P1153,1,Decepcionado com a compra.
P9721,1,"Experiência horrível, perdi meu tempo."
P5206,4,"Produto maravilhoso, funcionou perfeitamente."
P3754,1,"Atendimento péssimo, nunca mais."
P5988,2,Veio diferente do anúncio.
P4191,2,"Péssima qualidade, não funciona direito."
P5016,4,"Nada a reclamar, só elogios."
P1752,5,"Excelente produto, super recomendo!"
P7771,5,"Produto maravilhoso, funcionou perfeitamente."
P4593,2,Veio diferente do anúncio.
P8023,1,Decepcionado com a compra.
P3558,1,Veio diferente do anúncio.
P4922,1,"Experiência horrível, perdi meu tempo."
P1011,1,"Horrível, não recomendo."
P2500,4,"Ótimo custo-benefício, comprarei novamente."
P4751,4,"Ótimo custo-benefício, comprarei novamente."
P1830,5,"Produto top, cumpre o que promete."
P9144,1,Veio diferente do anúncio.
P2325,1,Frágil e mal acabado.
P8605,5,"Produto maravilhoso, funcionou perfeitamente."
P1365,2,Veio diferente do anúncio.
P4354,2,Dinheiro jogado fora.
P5740,4,"Gostei muito, valeu a pena."
P9045,2,Frágil e mal acabado.
P2574,2,Decepcionado com a compra.
P6259,2,Veio diferente do anúncio.
P3705,2,"Péssima qualidade, não funciona direito."
P2554,4,"Produto top, cumpre o que promete."
P6902,1,Dinheiro jogado fora.
P5429,1,Frágil e mal acabado.
P7625,1,"Muito ruim, não gostei."
P1142,2,Decepcionado com a compra.
P1334,5,"Amei esse produto, super útil."
P8712,1,"Atendimento péssimo, nunca mais."
P7933,1,Decepcionado com a compra.
P4788,1,"Péssima qualidade, não funciona direito."
P2207,4,Muito bom mesmo!
P6575,1,Frágil e mal acabado.
P3724,1,"Muito ruim, não gostei."
P8831,2,"Atendimento péssimo, nunca mais."
P3155,2,"Muito ruim, não gostei."
P6262,1,Dinheiro jogado fora.
P8764,2,"Péssima qualidade, não funciona direito."
P7999,5,"Qualidade incrível, entrega rápida."
P4670,5,"Produto maravilhoso, funcionou perfeitamente."
P6597,1,"Péssima qualidade, não funciona direito."
P6425,1,"Horrível, não recomendo."
P2676,2,"Experiência horrível, perdi meu tempo."
P2477,4,"Nada a reclamar, só elogios."
P7361,4,Gostei demais!
P3583,4,"Gostei muito, valeu a pena."
P8477,4,Muito bom mesmo!
P9097,4,"Qualidade incrível, entrega rápida."
P4267,5,"Nada a reclamar, só elogios."
P1626,1,"Muito ruim, não gostei."
P7428,5,Muito bom mesmo!
P6176,4,"Qualidade incrível, entrega rápida."
P3181,1,"Experiência horrível, perdi meu tempo."
P7152,2,"Atendimento péssimo, nunca mais."
P5626,4,"Produto maravilhoso, funcionou perfeitamente."
P8916,4,"Excelente produto, super recomendo!"
P6583,4,Muito bom mesmo!
P5400,5,"Gostei muito, valeu a pena."
P6994,1,"Muito ruim, não gostei."
P4696,2,"Péssima qualidade, não funciona direito."
P3690,1,"Atendimento péssimo, nunca mais."
P6762,1,Decepcionado com a compra.
P5662,4,"Ótimo custo-benefício, comprarei novamente."
P8269,2,Produto chegou quebrado.
P5054,1,"Atendimento péssimo, nunca mais."
P9475,5,Gostei demais!
P9218,1,"Atendimento péssimo, nunca mais."
P5071,2,Produto chegou quebrado.
P8851,4,Muito bom mesmo!
P5372,4,"Produto top, cumpre o que promete."
P7737,1,Dinheiro jogado fora.
P4294,4,"Gostei muito, valeu a pena."
P1038,5,"Gostei muito, valeu a pena."
P3551,5,"Produto top, cumpre o que promete."
P9742,1,Dinheiro jogado fora.
P6489,4,Gostei demais!
P7749,1,Produto chegou quebrado.
P2796,2,"Muito ruim, não gostei."
P6405,4,"Nada a reclamar, só elogios."
P2171,5,Gostei demais!
P8204,1,Veio diferente do anúncio.
P8326,5,"Nada a reclamar, só elogios."
P7972,5,"Amei esse produto, super útil."
P4674,2,Veio diferente do anúncio.
P9560,1,Produto chegou quebrado.
P9452,5,"Produto top, cumpre o que promete."
P2226,5,Muito bom mesmo!
P7542,1,Decepcionado com a compra.
P7508,2,"Muito ruim, não gostei."
P5923,1,"Experiência horrível, perdi meu tempo."
P3560,1,Produto chegou quebrado.
P6069,1,Dinheiro jogado fora.
P3716,5,"Qualidade incrível, entrega rápida."
P3855,1,Decepcionado com a compra.
P8364,5,"Amei esse produto, super útil."
P6604,4,"Excelente produto, super recomendo!"
P3272,1,"Péssima qualidade, não funciona direito."
P5074,4,"Ótimo custo-benefício, comprarei novamente."
P9629,1,Frágil e mal acabado.
P9990,5,"Ótimo custo-benefício, comprarei novamente."
P8010,5,"Amei esse produto, super útil."
P2300,1,Produto chegou quebrado.
P6914,2,Veio diferente do anúncio.
P6150,2,"Atendimento péssimo, nunca mais."
P3892,1,"Atendimento péssimo, nunca mais."
P7806,1,"Experiência horrível, perdi meu tempo."
P1086,2,"Horrível, não recomendo."
P7761,1,"Péssima qualidade, não funciona direito."
P4361,4,"Amei esse produto, super útil."
P3619,4,Muito bom mesmo!
P9630,4,"Produto top, cumpre o que promete."
P8206,5,"Produto top, cumpre o que promete."
P2990,4,Muito bom mesmo!
P7922,5,"Gostei muito, valeu a pena."
P9667,1,"Horrível, não recomendo."
P8517,4,"Nada a reclamar, só elogios."
P1489,5,"Amei esse produto, super útil."
P9378,1,Frágil e mal acabado.
P6311,5,"Gostei muito, valeu a pena."
P3911,5,"Gostei muito, valeu a pena."
P7302,4,"Amei esse produto, super útil."
P6837,5,"Nada a reclamar, só elogios."
P3397,5,"Produto maravilhoso, funcionou perfeitamente."
P2547,2,Decepcionado com a compra.
P3041,5,"Nada a reclamar, só elogios."
P7390,4,"Produto top, cumpre o que promete."
P1267,4,"Produto top, cumpre o que promete."
P3395,2,Decepcionado com a compra.
P8920,5,"Ótimo custo-benefício, comprarei novamente."
P5555,1,Dinheiro jogado fora.
P2101,1,"Atendimento péssimo, nunca mais."
P3689,1,"Atendimento péssimo, nunca mais."
P3026,2,"Atendimento péssimo, nunca mais."
P1971,5,"Qualidade incrível, entrega rápida."
P9469,5,"Amei esse produto, super útil."
P3086,5,"Nada a reclamar, só elogios."
P5191,5,"Gostei muito, valeu a pena."
P3631,1,Dinheiro jogado fora.
P3139,1,"Experiência horrível, perdi meu tempo."
P7102,2,"Experiência horrível, perdi meu tempo."
P3501,4,Gostei demais!
P6602,4,"Amei esse produto, super útil."
P1341,5,Gostei demais!
P6300,1,"Péssima qualidade, não funciona direito."
P6309,5,"Nada a reclamar, só elogios."
P3832,5,"Produto maravilhoso, funcionou perfeitamente."
P9479,5,"Gostei muito, valeu a pena."
P5727,4,"Produto maravilhoso, funcionou perfeitamente."
P6621,4,"Nada a reclamar, só elogios."
P9602,2,"Muito ruim, não gostei."
P7596,4,"Ótimo custo-benefício, comprarei novamente."
P6812,5,"Ótimo custo-benefício, comprarei novamente."
P9168,2,Veio diferente do anúncio.
P6501,2,Decepcionado com a compra.
P3470,4,"Gostei muito, valeu a pena."
P6356,5,"Amei esse produto, super útil."
P1240,5,Gostei demais!
P8690,5,"Amei esse produto, super útil."
P3292,4,"Produto maravilhoso, funcionou perfeitamente."
P9269,4,"Ótimo custo-benefício, comprarei novamente."
P6399,2,"Atendimento péssimo, nunca mais."
P7820,1,Dinheiro jogado fora.
P4758,1,"Muito ruim, não gostei."
P3571,2,"Atendimento péssimo, nunca mais."
P6086,1,Produto chegou quebrado.
P8058,2,"Atendimento péssimo, nunca mais."
P9777,5,"Ótimo custo-benefício, comprarei novamente."
P2703,1,Veio diferente do anúncio.
P2025,4,"Qualidade incrível, entrega rápida."
P8644,1,Dinheiro jogado fora.
P1221,5,"Nada a reclamar, só elogios."
P9180,1,"Horrível, não recomendo."
P7012,5,"Nada a reclamar, só elogios."
P1000,4,"Qualidade incrível, entrega rápida."
P6355,4,"Amei esse produto, super útil."
P8600,1,"Horrível, não recomendo."
P7590,2,"Experiência horrível, perdi meu tempo."
P5257,1,"Horrível, não recomendo."
P3716,5,"Qualidade incrível, entrega rápida."
P4796,4,"Qualidade incrível, entrega rápida."
P7548,4,"Nada a reclamar, só elogios."
P5543,2,"Péssima qualidade, não funciona direito."
P8883,4,"Ótimo custo-benefício, comprarei novamente."
P7791,1,"Atendimento péssimo, nunca mais."
P5312,5,"Excelente produto, super recomendo!"
P8252,5,Gostei demais!
P1124,1,Dinheiro jogado fora.
P3462,5,Gostei demais!
P3159,2,"Experiência horrível, perdi meu tempo."
P3841,5,"Produto maravilhoso, funcionou perfeitamente."
P7318,1,"Péssima qualidade, não funciona direito."
P6595,4,"Produto maravilhoso, funcionou perfeitamente."
P8654,5,"Produto top, cumpre o que promete."
P2929,4,"Amei esse produto, super útil."
P6866,2,Decepcionado com a compra.
P1995,1,Frágil e mal acabado.
P8610,1,Veio diferente do anúncio.
P7112,1,Frágil e mal acabado.
P9821,4,Muito bom mesmo!
P8724,1,"Péssima qualidade, não funciona direito."
P4055,1,Dinheiro jogado fora.
P8114,5,"Ótimo custo-benefício, comprarei novamente."
P6534,4,"Ótimo custo-benefício, comprarei novamente."
P2609,2,Decepcionado com a compra.
P3436,5,"Amei esse produto, super útil."
P2796,1,"Horrível, não recomendo."
P3228,2,"Péssima qualidade, não funciona direito."
P5974,2,"Atendimento péssimo, nunca mais."
P6721,4,Gostei demais!
P5929,5,Gostei demais!
P3057,5,Muito bom mesmo!
P2123,5,"Amei esse produto, super útil."
P6515,2,Produto chegou quebrado.
P9310,4,"Nada a reclamar, só elogios."
P8628,4,"Ótimo custo-benefício, comprarei novamente."
P2766,1,Dinheiro jogado fora.
P6410,1,Decepcionado com a compra.
P2569,4,"Gostei muito, valeu a pena."
P6662,4,"Produto maravilhoso, funcionou perfeitamente."
P5038,5,"Excelente produto, super recomendo!"
P4242,5,"Gostei muito, valeu a pena."
P3711,4,"Excelente produto, super recomendo!"
P8458,4,"Nada a reclamar, só elogios."
P4830,5,"Produto top, cumpre o que promete."
P9859,1,Decepcionado com a compra.
P5200,4,"Qualidade incrível, entrega rápida."
P1432,5,Muito bom mesmo!
P4483,4,Muito bom mesmo!
P2928,4,Gostei demais!
P9981,5,Muito bom mesmo!
P4939,4,"Produto top, cumpre o que promete."
P1402,1,"Horrível, não recomendo."
P6591,5,"Nada a reclamar, só elogios."
P8227,5,"Produto maravilhoso, funcionou perfeitamente."
P7947,1,Decepcionado com a compra.
P2497,2,"Horrível, não recomendo."
P3547,5,"Produto top, cumpre o que promete."
